image_path,steering_angle,bin_center,session_id,timestamp,intersection_turn_mode
images/image_20260627_145127_898020_d89fbc77.png,0.000000,0.00,20260627_145125_44f7e2d6,2026-06-27T14:51:27.898020,2
images/image_20260627_145127_975628_3fdc7486.png,-0.014155,0.00,20260627_145125_44f7e2d6,2026-06-27T14:51:27.975628,2
images/image_20260627_145128_048244_e2912748.png,-0.014155,0.00,20260627_145125_44f7e2d6,2026-06-27T14:51:28.048244,2
images/image_20260627_145128_118788_5c601971.png,-0.002220,0.00,20260627_145125_44f7e2d6,2026-06-27T14:51:28.118788,2
images/image_20260627_145128_184990_f1dd5230.png,-0.000515,0.00,20260627_145125_44f7e2d6,2026-06-27T14:51:28.184990,2
images/image_20260627_145128_259874_ef33e05a.png,-0.041435,-0.05,20260627_145125_44f7e2d6,2026-06-27T14:51:28.259874,2
images/image_20260627_145128_327528_dbb4cadb.png,-0.060190,-0.05,20260627_145125_44f7e2d6,2026-06-27T14:51:28.327528,2
images/image_20260627_145128_555864_ec7e071a.png,-0.063600,-0.05,20260627_145125_44f7e2d6,2026-06-27T14:51:28.555864,2
images/image_20260627_145128_645310_b5bf07cb.png,-0.029500,-0.05,20260627_145125_44f7e2d6,2026-06-27T14:51:28.645310,2
images/image_20260627_145128_749990_d1145ed6.png,0.000000,0.00,20260627_145125_44f7e2d6,2026-06-27T14:51:28.749990,2
images/image_20260627_145128_847675_57674c1d.png,0.000000,0.00,20260627_145125_44f7e2d6,2026-06-27T14:51:28.847675,2
images/image_20260627_145128_925780_72fc7cef.png,-0.020975,0.00,20260627_145125_44f7e2d6,2026-06-27T14:51:28.925780,2
images/image_20260627_145129_019648_a39f0b0b.png,-0.012450,0.00,20260627_145125_44f7e2d6,2026-06-27T14:51:29.019648,2
images/image_20260627_145129_120236_345d0157.png,0.027788,0.05,20260627_145125_44f7e2d6,2026-06-27T14:51:29.120236,2
images/image_20260627_145129_194423_116196e6.png,0.051658,0.05,20260627_145125_44f7e2d6,2026-06-27T14:51:29.194423,2
images/image_20260627_145129_269855_4479bde3.png,0.085758,0.10,20260627_145125_44f7e2d6,2026-06-27T14:51:29.269855,2
images/image_20260627_145129_344485_4d1a3784.png,0.113038,0.10,20260627_145125_44f7e2d6,2026-06-27T14:51:29.344485,2
images/image_20260627_145129_429539_48a2cc3e.png,0.113038,0.10,20260627_145125_44f7e2d6,2026-06-27T14:51:29.429539,2
images/image_20260627_145129_494665_e83de33d.png,0.113038,0.10,20260627_145125_44f7e2d6,2026-06-27T14:51:29.494665,2
images/image_20260627_145129_568972_f7a8bf82.png,0.113038,0.10,20260627_145125_44f7e2d6,2026-06-27T14:51:29.568972,2
images/image_20260627_145129_651372_f0c30e09.png,0.067003,0.05,20260627_145125_44f7e2d6,2026-06-27T14:51:29.651372,2
images/image_20260627_145129_739244_2fd30cd4.png,0.084053,0.10,20260627_145125_44f7e2d6,2026-06-27T14:51:29.739244,2
images/image_20260627_145129_813102_93bec3ba.png,0.167598,0.15,20260627_145125_44f7e2d6,2026-06-27T14:51:29.813102,2
images/image_20260627_145129_892961_df1ffe90.png,0.193173,0.20,20260627_145125_44f7e2d6,2026-06-27T14:51:29.892961,2
