image_path,steering_angle,bin_center,session_id,timestamp,intersection_turn_mode
images/image_20260626_211904_237202_9ae08e89.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:04.237202,1
images/image_20260626_211904_323499_b0cd769d.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:04.323499,1
images/image_20260626_211904_400369_b2c371c2.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:04.400369,1
images/image_20260626_211904_479102_6e30cf58.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:04.479102,1
images/image_20260626_211904_558322_55c928e1.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:04.558322,1
images/image_20260626_211904_638064_25f764e1.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:04.638064,1
images/image_20260626_211904_716507_0800efc6.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:04.716507,1
images/image_20260626_211904_801587_8affcbfd.png,-0.010745,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:04.801587,1
images/image_20260626_211904_884651_be1d3e22.png,-0.031205,-0.05,20260626_211902_1a22fae6,2026-06-26T21:19:04.884651,1
images/image_20260626_211904_967402_e1f4c1ce.png,-0.034615,-0.05,20260626_211902_1a22fae6,2026-06-26T21:19:04.967402,1
images/image_20260626_211905_046237_8684eb45.png,-0.039730,-0.05,20260626_211902_1a22fae6,2026-06-26T21:19:05.046237,1
images/image_20260626_211905_146200_bca9ad75.png,-0.014155,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:05.146200,1
images/image_20260626_211905_225244_61381880.png,-0.044845,-0.05,20260626_211902_1a22fae6,2026-06-26T21:19:05.225244,1
images/image_20260626_211905_308291_15d40747.png,-0.060190,-0.05,20260626_211902_1a22fae6,2026-06-26T21:19:05.308291,1
images/image_20260626_211905_392555_bfdf6bdf.png,-0.027795,-0.05,20260626_211902_1a22fae6,2026-06-26T21:19:05.392555,1
images/image_20260626_211905_481866_6ab364e8.png,-0.007335,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:05.481866,1
images/image_20260626_211905_562594_915f9f88.png,-0.002220,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:05.562594,1
images/image_20260626_211905_641952_1af0eba3.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:05.641952,1
images/image_20260626_211905_717484_ba8c5802.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:05.717484,1
images/image_20260626_211905_807406_efe48dd8.png,0.005623,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:05.807406,1
images/image_20260626_211905_888732_4844d298.png,-0.010745,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:05.888732,1
images/image_20260626_211905_969195_4ab1e053.png,-0.012450,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:05.969195,1
images/image_20260626_211906_047322_80ef8542.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:06.047322,1
images/image_20260626_211906_128823_5f5ccc73.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:06.128823,1
images/image_20260626_211906_203829_23b92c34.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:06.203829,1
images/image_20260626_211906_277527_8f3f10dd.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:06.277527,1
images/image_20260626_211906_345841_ecaa0b44.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:06.345841,1
images/image_20260626_211906_425606_82beab1c.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:06.425606,1
images/image_20260626_211906_501255_4f1ea6e2.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:06.501255,1
images/image_20260626_211906_578066_c67436ff.png,0.005623,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:06.578066,1
images/image_20260626_211906_647869_2d87f8b8.png,0.014148,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:06.647869,1
images/image_20260626_211906_727983_9c0ccb20.png,0.017558,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:06.727983,1
images/image_20260626_211906_802741_8b400951.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:06.802741,1
images/image_20260626_211906_883225_19036a91.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:06.883225,1
images/image_20260626_211906_955034_4f4c3bf2.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:06.955034,1
images/image_20260626_211907_038266_04d6b777.png,0.000000,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:07.038266,1
images/image_20260626_211907_110101_8540f43e.png,-0.003925,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:07.110101,1
images/image_20260626_211907_184258_6faf996d.png,-0.005630,0.00,20260626_211902_1a22fae6,2026-06-26T21:19:07.184258,1
