image_path,steering_angle,bin_center,session_id,timestamp,intersection_turn_mode
images/image_20260626_205057_671812_ca21b9c5.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:57.671812,0
images/image_20260626_205057_797334_bd4c4bb0.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:57.797334,0
images/image_20260626_205057_905173_f5e34163.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:57.905173,0
images/image_20260626_205057_997189_75d57c15.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:57.997189,0
images/image_20260626_205058_086790_14e62946.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:58.086790,0
images/image_20260626_205058_181548_6f488564.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:58.181548,0
images/image_20260626_205058_258510_b7d10c98.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:58.258510,0
images/image_20260626_205058_338699_a06318a9.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:58.338699,0
images/image_20260626_205058_426479_7b758163.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:58.426479,0
images/image_20260626_205058_515611_b7d8561d.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:58.515611,0
images/image_20260626_205058_588443_45d75d3d.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:58.588443,0
images/image_20260626_205058_683233_166c75de.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:58.683233,0
images/image_20260626_205058_762767_0281aaee.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:58.762767,0
images/image_20260626_205058_860018_4d666668.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:58.860018,0
images/image_20260626_205058_964307_6b5854ca.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:58.964307,0
images/image_20260626_205059_077582_726da913.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:59.077582,0
images/image_20260626_205059_186796_ce795000.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:59.186796,0
images/image_20260626_205059_261559_981a156e.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:59.261559,0
images/image_20260626_205059_329661_26b46283.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:59.329661,0
images/image_20260626_205059_398579_7614db03.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:59.398579,0
images/image_20260626_205059_469491_95c8eb01.png,0.034608,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:59.469491,0
images/image_20260626_205059_544143_264f7ed1.png,0.031198,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:59.544143,0
images/image_20260626_205059_627447_9cfdfb0c.png,-0.026090,-0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:59.627447,0
images/image_20260626_205059_733102_53dbe864.png,-0.026090,-0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:59.733102,0
images/image_20260626_205059_836022_48f5650c.png,-0.026090,-0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:59.836022,0
images/image_20260626_205059_933728_1a50b813.png,-0.026090,-0.05,20260626_205050_a4bb3e0b,2026-06-26T20:50:59.933728,0
images/image_20260626_205100_039717_dec98eec.png,-0.048255,-0.05,20260626_205050_a4bb3e0b,2026-06-26T20:51:00.039717,0
images/image_20260626_205100_138662_7627a960.png,-0.049960,-0.05,20260626_205050_a4bb3e0b,2026-06-26T20:51:00.138662,0
images/image_20260626_205100_210400_ac551da8.png,-0.058485,-0.05,20260626_205050_a4bb3e0b,2026-06-26T20:51:00.210400,0
images/image_20260626_205100_277140_f531f2b8.png,-0.058485,-0.05,20260626_205050_a4bb3e0b,2026-06-26T20:51:00.277140,0
images/image_20260626_205100_348101_e76e5ff5.png,-0.058485,-0.05,20260626_205050_a4bb3e0b,2026-06-26T20:51:00.348101,0
images/image_20260626_205100_420921_6c731ad0.png,-0.058485,-0.05,20260626_205050_a4bb3e0b,2026-06-26T20:51:00.420921,0
images/image_20260626_205100_498004_7be90168.png,-0.000515,0.00,20260626_205050_a4bb3e0b,2026-06-26T20:51:00.498004,0
images/image_20260626_205100_579335_e661ab6e.png,0.000000,0.00,20260626_205050_a4bb3e0b,2026-06-26T20:51:00.579335,0
images/image_20260626_205100_655993_7f8ff703.png,0.019263,0.00,20260626_205050_a4bb3e0b,2026-06-26T20:51:00.655993,0
images/image_20260626_205100_754361_b75fdd2d.png,0.038018,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:51:00.754361,0
images/image_20260626_205100_842070_3d0df73c.png,0.039723,0.05,20260626_205050_a4bb3e0b,2026-06-26T20:51:00.842070,0
images/image_20260626_205100_929835_36a1daba.png,0.000000,0.00,20260626_205050_a4bb3e0b,2026-06-26T20:51:00.929835,0
images/image_20260626_205100_998472_98d91d97.png,0.000000,0.00,20260626_205050_a4bb3e0b,2026-06-26T20:51:00.998472,0
images/image_20260626_205101_074982_52fe0cae.png,0.000000,0.00,20260626_205050_a4bb3e0b,2026-06-26T20:51:01.074982,0
images/image_20260626_205101_142914_999e4688.png,0.000000,0.00,20260626_205050_a4bb3e0b,2026-06-26T20:51:01.142914,0
images/image_20260626_205101_211873_0102106e.png,0.000000,0.00,20260626_205050_a4bb3e0b,2026-06-26T20:51:01.211873,0
images/image_20260626_205101_276611_55b9cb31.png,0.000000,0.00,20260626_205050_a4bb3e0b,2026-06-26T20:51:01.276611,0
images/image_20260626_205101_350674_59b2c4f5.png,0.000000,0.00,20260626_205050_a4bb3e0b,2026-06-26T20:51:01.350674,0
images/image_20260626_205101_432340_aa0237a4.png,0.000000,0.00,20260626_205050_a4bb3e0b,2026-06-26T20:51:01.432340,0
images/image_20260626_205101_509382_df5543f1.png,0.000000,0.00,20260626_205050_a4bb3e0b,2026-06-26T20:51:01.509382,0
