image_path,steering_angle,bin_center,session_id,timestamp,intersection_turn_mode
images/image_20260626_214221_176051_b73a1f86.png,0.000000,0.00,20260626_214211_72294377,2026-06-26T21:42:21.176051,2
images/image_20260626_214221_280635_450a0459.png,0.000000,0.00,20260626_214211_72294377,2026-06-26T21:42:21.280635,2
images/image_20260626_214221_370801_fcd24cb0.png,0.000000,0.00,20260626_214211_72294377,2026-06-26T21:42:21.370801,2
images/image_20260626_214221_463711_e0cf6b17.png,0.000000,0.00,20260626_214211_72294377,2026-06-26T21:42:21.463711,2
images/image_20260626_214221_544039_d8c343d3.png,0.000000,0.00,20260626_214211_72294377,2026-06-26T21:42:21.544039,2
images/image_20260626_214221_622654_e723a088.png,0.000000,0.00,20260626_214211_72294377,2026-06-26T21:42:21.622654,2
images/image_20260626_214221_699424_c43bca42.png,0.000000,0.00,20260626_214211_72294377,2026-06-26T21:42:21.699424,2
images/image_20260626_214221_778004_971eb55c.png,0.000000,0.00,20260626_214211_72294377,2026-06-26T21:42:21.778004,2
images/image_20260626_214221_843839_cbeef965.png,0.000000,0.00,20260626_214211_72294377,2026-06-26T21:42:21.843839,2
images/image_20260626_214221_916327_dd493393.png,0.000000,0.00,20260626_214211_72294377,2026-06-26T21:42:21.916327,2
images/image_20260626_214221_997396_133a7afe.png,0.000000,0.00,20260626_214211_72294377,2026-06-26T21:42:21.997396,2
images/image_20260626_214222_089583_edca620a.png,0.000000,0.00,20260626_214211_72294377,2026-06-26T21:42:22.089583,2
images/image_20260626_214222_168090_88eda3ba.png,0.000000,0.00,20260626_214211_72294377,2026-06-26T21:42:22.168090,2
images/image_20260626_214222_242137_23f0f776.png,0.000000,0.00,20260626_214211_72294377,2026-06-26T21:42:22.242137,2
images/image_20260626_214222_316516_57f125e5.png,0.009033,0.00,20260626_214211_72294377,2026-06-26T21:42:22.316516,2
images/image_20260626_214222_397927_c65d83fc.png,0.020968,0.00,20260626_214211_72294377,2026-06-26T21:42:22.397927,2
images/image_20260626_214222_468748_3825fcaa.png,0.020968,0.00,20260626_214211_72294377,2026-06-26T21:42:22.468748,2
images/image_20260626_214222_542986_bf27f2ce.png,0.022673,0.00,20260626_214211_72294377,2026-06-26T21:42:22.542986,2
images/image_20260626_214222_618873_82cedb2a.png,0.039723,0.05,20260626_214211_72294377,2026-06-26T21:42:22.618873,2
images/image_20260626_214222_701872_38364ea4.png,0.039723,0.05,20260626_214211_72294377,2026-06-26T21:42:22.701872,2
images/image_20260626_214222_777498_41cb1ac7.png,0.007328,0.00,20260626_214211_72294377,2026-06-26T21:42:22.777498,2
